character_name,character_speech
fru ,"fru linde 
 
nora  nora  er du endnu ikke bleven for  
nuftig  i skoledagene var du en stor ødeland 
"
nora ,"nora 
 
ja  det siger torvald endnu   
men «nora  nora» er ikke så gal  som i tænker  
– å  vi har sandelig ikke havt det så  at jeg 
har kunnet ødsle  vi har måttet arbejde begge to 
"
frulinde ,"frulinde 
du også 
"
nora ,"nora 
ja  med småting  med håndarbejde  med 
hækling og med broderi og sådant noget   og med andre ting også  du ved vel  
at torvald gik ud af departementet  da vi blev 
gift  der var ingen udsigt til befordring i hans 
kontor  og så måtte han jo tjene flere penge end 
før  men i det første år overanstrængte han sig 
så aldeles forfærdeligt  han måtte jo søge alskens 
bifortjeneste  kan du vel tænke dig  og arbejde
både tidligt og sent  men det tålte han ikke  
og så blev han så dødelig syg  så erklærte 
lægerne det for nødvendigt  at han kom ned til 
syden 
"
frulinde ,"frulinde 
ja  i opholdt jer jo et helt år i italien 
"
nora ,"nora 
ja visst  det var ikke let at komme afsted ​ 
kan du tro  ivar var netop født dengang  men 
afsted måtte vi naturligvis  å  det var en vid  
underlig dejlig rejse  og den frelste torvalds 
liv  men den kosted svært mange penge  kristine 
"
frulinde ,"frulinde 
det kan jeg nok tænke mig 
"
nora ,"nora 
tolv hundrede specier kosted den  fire 
tusend otte hundrede kroner  det er mange 
penge du 
"
frulinde ,"frulinde 
ja  men i slige tilfælde er det ialfald en stor 
lykke  at man har dem 
"
nora ,"nora 
ja jeg skal sige dig  vi fik dem nu af pappa 
"
frulinde ,"frulinde 
nå sådan  det var netop på den tid din 
fader døde  tror jeg 
"
nora ,"nora 
ja  kristine  det var netop da  og tænk 
dig  jeg kunde ikke rejse til ham og pleje ham  
jeg gik jo her og vented daglig  at lille ivar 
skulde komme til verden  og så havde jeg jo 
min stakkers dødssyge torvald at passe  min 
kære snille pappa  jeg fik aldrig se ham mere  
kristine  å  det er det tungeste  jeg har oplevet  
siden jeg blev gift 
"
frulinde ,"frulinde 
jeg ved   du holdt meget af ham  men så 
rejste i altså til italien 
"
nora ,"nora 
ja  da havde vi jo pengene  og lægerne 
skyndte på os  så rejste vi en måneds tid efter 
"
frulinde ,"frulinde 
og din mand kom aldeles helbredet tilbage 
"
nora ,"nora 
frisk som en fisk 
"
frulinde ,"frulinde 
men – doktoren 
"
nora ,"nora 
hvorledes 
"
frulinde ,"frulinde 
jeg synes  pigen sagde det var doktoren  
den herre  som kom på samme tid som jeg 
"
nora ,"nora 
ja  det var doktor rank  men han kommer 
ikke i sygebesøg  det er vor nærmeste ven  og 
han ser her indom mindst engang om dagen  
nej  torvald har aldrig havt en syg time siden  
og børnene er friske og​ sunde  og jeg også  
 å gud  å gud  kri  
stine  det er dog vidunderlig dejligt at leve og 
være lykkelig  – – å  men det er dog afsky  
ligt af mig –  jeg taler jo bare om mine egne 
sager   å  du må ikke være vred på 
mig  – sig mig  er det virkelig sandt  at du 
ikke holdt af din mand  hvorfor tog du ham da 
"
frulinde ,"frulinde 
min moder leved endnu  og hun var senge  
liggende og hjælpeløs  og så havde jeg mine 
to yngre brødre at sørge for  jeg syntes ikke 
det var forsvarligt at vise hans tilbud tilbage 
"
nora ,"nora 
nej  nej  det kan du have ret i  han var 
altså rig dengang 
"
frulinde ,"frulinde 
han var ganske velstående  tror jeg  men 
det var usikre forretninger  nora  da han døde  
gik det hele overstyr og der blev ingenting til  
overs 
"
nora ,"nora 
og så – 
"
frulinde ,"frulinde 
ja  så måtte jeg slå mig igennem med en 
liden handel og en liden skole og hvad jeg ellers 
kunde finde på  de sidste tre år har været som 
en eneste lang hvileløs arbejdsdag for mig  nu 
er den tilende  nora  min stakkers moder be  
høver mig ikke mere  for hun er gået bort  og 
gutterne heller ikke  de er nu kommet i stillinger 
og kan sørge for sig selv 
"
nora ,"nora 
hvor du må føle dig let –
"
frulinde ,"frulinde 
nej  du  bare så usigelig tom  ingen at 
leve for mere   derfor holdt jeg det 
ikke længere ud derborte i den lille afkrog  her 
må det dog være lettere at finde noget  som kan 
lægge beslag på en og optage ens tanker  kunde 
jeg bare være så lykkelig at få en fast post  
noget kontorarbejde –
"
nora ,"nora 
å men  kristine  det er så forfærdelig an  
strængende  og du ser allerede så anstrængt ud 
iforvejen ​ det vilde være meget bedre for dig  
om du kunde komme til et bad 
"
fru ,"fru linde 
 
jeg har ingen pappa  som kan forære mig 
rejsepenge  nora 
"
nora ,"nora 
 
å  vær ikke vred på mig 
"
fru ,"fru linde 
 
kære nora  vær ikke du vred på mig  det 
er det værste ved en stilling som min  at den af  
sætter så megen bitterhed i sindet  man har 
ingen at arbejde for  og dog nødes man til at 
være om sig på alle kanter  leve skal man jo  
og så blir man egenkærlig  da du fortalte mig 
om den lykkelige forandring i eders stilling – 
vil du tro det  – jeg glædede mig ikke så meget 
på dine vegne  som på mine 
"
nora ,"nora 
hvorledes det  å  jeg forstår dig  du 
mener  torvald kunde kanske gøre noget for dig 
"
frulinde ,"frulinde 
ja  det tænkte jeg mig 
"
nora ,"nora 
det skal han også  kristine  overlad det 
bare til mig  jeg skal indlede det så fint  så fint  
– finde på noget elskværdigt  som han synes 
rigtig godt om  å  jeg vil så inderlig gerne 
være dig til tjeneste 
"
frulinde ,"frulinde 
hvor det er smukt af dig  nora  at du er 
så ivrig for min sag  – dobbelt smukt af dig 
som selv kender så lidet til livets byrder og 
besvær 
"
nora ,"nora 
jeg –  jeg kender så lidet til – 
"
fru ,"fru linde 
 
nå  herregud  den smule håndarbejde og 
sådant noget –  du er et barn  nora 
"
nora ,"nora 
 
det skulde du ikke sige så overlegent 
"
frulinde ,"frulinde 
så 
"
nora ,"nora 
du er ligesom de andre  i tror allesammen  
at jeg ikke duer til noget rigtig alvorligt –
"
frulinde ,"frulinde 
nå  nå –
"
nora ,"nora 
– at jeg ikke har prøvet noget i denne 
vanskelige verden 
"
frulinde ,"frulinde 
kære nora  du har jo nys fortalt mig alle 
dine genvordigheder 
"
nora ,"nora 
pyt  – de småtterier   jeg har ikke 
fortalt dig det store 
"
frulinde ,"frulinde 
hvilket store  hvad mener du 
"
nora ,"nora 
du overser mig så ganske  kristine  men 
det skulde du ikke gøre  du er stolt over  at du 
har arbejdet så tungt og så længe for din moder 
"
frulinde ,"frulinde 
jeg overser visselig ikke nogen  men det 
er sandt  jeg er både stolt og glad  når jeg tæn  
ker på  at det blev mig forundt at gøre min mo  
ders sidste levetid såvidt sorgløs 
"
nora ,"nora 
og du er også stolt  når du tænker på  hvad 
du har gjort for dine brødre 
"
frulinde ,"frulinde 
det synes jeg  jeg har ret til 
"
nora ,"nora 
det synes jeg også  men nu skal du høre 
noget  kristine  jeg har også noget at være 
stolt og glad over 
"
frulinde ,"frulinde 
det tvivler jeg ikke på  men hvorledes 
mener du det 
"
nora ,"nora 
tal sagte  tænk  om torvald hørte det  
han må ikke for nogen pris i verden –  der 
må ingen få det at vide  kristine  ingen uden du 
"
frulinde ,"frulinde 
men hvad er det dog 
"
nora ,"nora 
kom herhen   ja du  – jeg har også noget at være stolt og 
glad over  det er mig  som har reddet torvalds liv 
"
frulinde ,"frulinde 
reddet –  hvorledes reddet 
"
nora ,"nora 
jeg fortalte dig jo om rejsen til italien  
torvald kunde ikke have overstået det  hvis han 
ikke var kommen derned –
"
frulinde ,"frulinde 
nå ja  din fader gav jer så de fornødne 
penge –
"
nora ,"nora 
 
ja  det tror både torvald og alle andre  
men –
"
frulinde ,"frulinde 
men – 
"
nora ,"nora 
pappa gav os ikke en skilling  det var mig  
som skaffed pengene tilveje 
"
frulinde ,"frulinde 
du  hele den store sum 
"
nora ,"nora 
tolv hundrede specier  fire tusend otte 
hundrede kroner  hvad siger du til det 
"
frulinde ,"frulinde 
ja men  nora  hvorledes var det muligt  
havde du da vundet i lotteriet 
"
nora ,"nora 
 
i lotteriet   hvad kunst havde det 
da været 
"
frulinde ,"frulinde 
men hvor fik du dem da fra 
"
nora ,"nora 
 
hm  tra la la la 
"
frulinde ,"frulinde 
for låne dem kunde du jo ikke 
"
nora ,"nora 
så  hvorfor ikke det 
"
frulinde ,"frulinde 
nej  en kone kan jo ikke låne uden sin 
mands samtykke 
"
nora ,"nora 
 
å  når det er en kone  som har en smule 
forretningsdygtighed  – en kone  som forstår at 
bære sig lidt klogt ad  så –
"
frulinde ,"frulinde 
men  nora  jeg begriber aldeles ikke –
"
nora ,"nora 
det behøver du jo heller ikke  det er jo 
slet ikke sagt  at jeg har lånt pengene  jeg kan 
jo have fået dem på andre måder   jeg kan jo have fået dem af en eller 
anden beundrer  når man ser såvidt tiltrækkende 
ud som jeg –
"
frulinde ,"frulinde 
du er en galning 
"
nora ,"nora 
nu er du visst umådelig nysgærrig  kristine 
"
frulinde ,"frulinde 
ja hør nu her  kære nora  – har du ikke 
der handlet ubesindigt 
"
nora ,"nora 
 
er det ubesindigt at redde sin mands liv 
"
frulinde ,"frulinde 
jeg synes det er ubesindigt  at du uden hans 
vidende –
"
nora ,"nora 
men han måtte jo netop ikke vide noget  
herregud  kan du ikke forstå det  han måtte 
ikke engang vide  hvor farligt det stod til med 
ham  det var til mig lægerne kom og sagde  
at hans liv stod i fare  at intet andet kunde 
redde ham  end et ophold i syden  tror du 
ikke  jeg først forsøgte at lirke mig frem  jeg 
talte til ham om  hvor dejligt det vilde være for 
mig at få rejse til udlandet ligesom andre unge 
koner  jeg både græd og jeg bad  jeg sagde  at 
han værs’god skulde huske på de omstændigheder  
jeg var i  og at han måtte være snil og føje 
mig  og så slog jeg på  at han gerne kunde op  
tage et lån  men da blev han næsten vred  
kristine  han sagde  at jeg var letsindig  og at 
det var hans pligt som ægtemand ikke at føje 
mig i nykker og luner – som jeg tror han 
kaldte det  ja ja  tænkte jeg  reddes må du nu  
og så var det jeg gjorde udvej –
"
frulinde ,"frulinde 
og fik din mand ikke vide af din fader  at 
pengene ikke kom fra ham 
"
nora ,"nora 
nej  aldrig  pappa døde netop i de samme 
dage  jeg havde tænkt at indvie ham i sagen og 
bede ham  ikke røbe noget  men da han lå så 
syg –  desværre  det blev ikke nødvendigt 
"
frulinde ,"frulinde 
og har du aldrig siden betroet dig til din 
mand 
"
nora ,"nora 
nej  for himlens skyld  hvor kan du tænke 
det  han  som er så stræng i det stykke  og 
desuden – torvald med sin mandige selvfølelse  
– hvor pinligt og ydmygende vilde det ikke være 
for ham at vide  at han skyldte mig noget  det 
vilde ganske forrykke forholdet imellem os  vort 
skønne lykkelige hjem vilde ikke længer blive  
hvad det nu er 
"
frulinde ,"frulinde 
vil du aldrig sige ham det 
"
nora ,"nora 
 
jo – engang kanske ​ – om mange år  når 
jeg ikke længer er så smuk som nu  du skal 
ikke le af det  jeg mener naturligvis  når tor  
vald ikke længer synes så godt om mig som nu  
når han ikke længer finder fornøjelse i  at jeg 
danser for ham og forklæder mig og deklamerer  
da kunde det være godt at have noget i bag  
hånden –  vås  vås  vås  den tid 
kommer aldrig  – nå  hvad siger du så til min 
store hemmelighed  kristine  duer ikke jeg også 
til noget  – du kan forresten tro  at den sag 
har voldt mig mange bekymringer  det har 
sandelig ikke været let for mig at opfylde mine 
forpligtelser til rette tid  jeg skal sige dig  der 
er i forretningsverdenen noget  som kaldes kvar  
talsrenter  og noget  som kaldes afdrag  og de 
er altid så forfærdelig vanskelige at skaffe tilveje  
så har jeg måttet spare lidt hist og her  hvor 
jeg kunde  ser du  af husholdningspengene kunde 
jeg jo ikke lægge noget videre tilside  for torvald 
måtte jo leve godt  børnene kunde jeg jo 
ikke lade gå dårligt klædt  hvad jeg fik til dem 
syntes jeg  jeg måtte bruge altsammen  de søde 
velsignede små 
"
frulinde ,"frulinde 
så gik det vel altså ud over dine egne for  
nødenheder  stakkers nora 
"
nora ,"nora 
ja naturligvis  jeg var jo også den  som 
var nærmest til det  hvergang torvald gav mig 
penge til nye kjoler og sådant noget  brugte jeg 
aldrig mere end det halve  købte altid de simpleste 
og billigste sorter  en guds lykke var det  at 
alting klæder mig så godt  så torvald ikke 
mærked det  men det faldt mig mangengang 
tungt  kristine  for det er dog dejligt at gå fint 
klædt  ikke sandt 
"
frulinde ,"frulinde 
å jo såmæn 
"
nora ,"nora 
nå  så har jeg jo også havt andre indtægts  
kilder  ifjor vinter var jeg så heldig at få en 
hel del arkskrift  så lukked jeg mig inde og 
sad og skrev hver​ aften til langt ud på natten  
ak  jeg var mangengang så træt  så træt  men 
det var dog uhyre morsomt alligevel  således at 
sidde og arbejde og fortjene penge  det var 
næsten  som om jeg var en mand 
"
frulinde ,"frulinde 
men hvormeget har du nu på den vis kunnet 
afbetale 
"
nora ,"nora 
ja  det kan jeg ikke sige så nøje  sådanne 
forretninger  ser du  er det meget vanskeligt at 
holde rede på  jeg ved kun  at jeg har betalt 
alt  hvad jeg har kunnet skrabe sammen  mangen  
gang har jeg ikke vidst mine arme råd   da 
sad jeg her og forestilled mig  at en gammel rig 
herre var bleven forelsket i mig –
"
frulinde ,"frulinde 
hvad  hvilken herre 
"
nora ,"nora 
å snak  – at han nu var død  og da man 
åbned hans testamente  så stod deri med store 
bogstaver «alle mine penge skal den elskværdige 
fru nora helmer have udbetalt straks kontant» 
"
frulinde ,"frulinde 
men kære nora  – hvad var det for en 
herre 
"
nora ,"nora 
herregud  kan du ikke forstå det  den 
gamle herre var jo slet ikke til  det var bare 
noget  jeg sad her og tænkte op igen og op igen  
når jeg ikke vidste nogen udvej til at skaffe penge  
men det kan også være det samme  det gamle 
kedelige menneske kan bli for mig hvor han er  ​
jeg bryr mig hverken om ham eller hans testa  
ment  for nu er jeg sorgløs   å gud  
det er dog dejligt at tænke på  kristine  sorg  
løs  at kunne være sorgløs  ganske sorgløs  at 
kunne lege og tumle sig med børnene  at kunne 
have det smukt og nydeligt i huset  alting så  
ledes  som torvald sætter pris på det  og tænk  
så kommer snart våren med stor blå luft  så 
kan vi kanske få rejse lidt  jeg kan kanske få 
se havet igen  å ja  ja  det er rigtignok vid  
underligt at leve og være lykkelig 
"
fru ,"
fru linde 
 
det ringer  det er kanske bedst jeg går 
"
nora ,"nora 
nej  bliv du  her kommer visst ingen  det 
er vel til torvald –
"
stuepigen ,"stuepigen 
 
om forladelse  frue  – her er en herre  som 
vil tale med advokaten –
"
nora ,"nora 
med bankdirektøren  mener du 
"
stuepigen ,"stuepigen 
ja  med bankdirektøren  men jeg vidste ikke 
– siden doktoren er derinde –
"
nora ,"nora 
hvem er den herre 
"
sagfører ,"sagfører krogstad 
 
det er mig  frue 
"
fru ,"fru linde 
 
"
nora ,"nora 
 
de  hvad er det  hvad vil de tale med 
min mand om 
"
krogstad ,"krogstad 
banksager – på en måde  jeg har en liden 
post i aktiebanken  og deres mand skal jo nu 
blive vor chef  hører jeg –
"
nora ,"nora 
det er altså –
"
krogstad ,"krogstad 
bare tørre forretninger  frue  slet ikke noget 
andet 
"
nora ,"nora 
ja  vil de da være så god at gå ind kontor  
døren 
"
frulinde ,"
frulinde 
nora  – hvem var den mand 
"
nora ,"nora 
det var en sagfører krogstad 
"
frulinde ,"frulinde 
det var altså virkelig ham 
"
nora ,"nora 
kender du det menneske 
"
